artist,title,sentiment
John Hammond,I Can't Be Satisfied,1.6637403951670773
Casiotone For The Painfully Alone,Nashville Parthenon,0.8971452623361849
Ec8or,Cocain Ducks,-0.5189471704713577
The New York Dolls,Human Being,0.3207273102431749
Eliane Elias,The More I See You,0.24217342220748317
Lost Boyz,Certain Things We Do,1.1614441132171665
The Germs,Forming,-0.4866422500122325
Yamandu Costa,Mafuá,0.03676132130604759
Chris Rea,Driving Home For Christmas,0.34620960753221297
Perrey And Kingsley,Spooks In Space,0.10160402982337113
Eurythmics,Tous Les Garçons Et Les Filles,0.6268699159157232
Francis Dunnery,Too Much Saturn,1.1475175915588058
John Cale,Movement 4 [from Kiss] (Album Version),0.05078240995057004
Suzanne Ciani,Stream,0.48248643688406045
Vickie Winans,Make Me Over,-0.2254440885379726
The Berzerker,Deform (live),-0.4036234354640269
Kings Of Leon,Wicker Chair,1.0289506092577612
Edith Lefel,An ti chans',0.400546003432815
Taras,I Will Love Again (JJ's Club Radio),-1.2976455447665438
NOFX,Stickin In My Eye,-0.45776913464269053
Murskahumppa,Ota kiinni,1.028100640096713
Soda Stereo,Entre Caníbales,0.6231092753639895
Bruce Rowland,Rosemary Recalls,-0.06337989102483832
Xcultures,Sudanese Dance,1.1908099453309595
White Heart,Where The Thunder Roars (Tales Of Wonder Album Version),0.8824400136709674
Heavy D / McGruff,Wanna Be A Player,0.07406384953495104
Van Halen,Panama (Remastered Album Version),0.9444955006306928
Black Eyed Peas,Let's Get It Started,-0.03654834402992757
Nine Inch Nails,Metal,-0.9090856317308903
Nick Cave & The Bad Seeds,She Fell Away (2009 Digital Remaster),-1.491736071994655
Nadine Renee,Next Time,1.3368385193290437
Lesley Gore,It's My Party,0.32431135899427743
Smartbomb,Complicate It,0.6459098526072975
Suburbs,Monde De Fou,0.839432789874591
Emperor,Opus a Satana (Part 2),-1.4045862940410534
Julien Clerc,This Melody (Live),1.413372376447568
Glen Campbell,I'm Gone This Time,-0.27159237764247957
T.G. Sheppard,You Feel Good All Over,0.9940656432031942
Slim Whitman,Indian Love Call,0.7257835658491192
Savage Garden,You Can Still Be Free,-1.2254248074292673
Queens Of The Stone Age,I Never Came,0.20806609838383006
Hank Penny & The Lincoln Penny Orchestra,Dixie,-1.0125117122490632
Inspiral Carpets,Commercial Reign,1.6570354822251667
Borialis,Hourglass,0.562547392324199
The Dirty Skirts,Wake,0.9791782460600107
Flor Silvestre,Caricia Y Herida,0.7298732353909525
Bézu,Le tortillard,0.14874275784675883
Redman,WKYA (drop),-0.2130056841590513
Solistiyhtye Suomi,Teräslintu,-0.3560625992504397
Eddie Cantor,Now's The Time To Fall In Love,0.29823302490228865
Schizoid,Grim Prospects (Gross Prospects - Bad Trip Remix),0.4432109365365988
Kai Winding,Mangos,-0.32505117503648295
Sonny Simmons,A Distant Voice,-1.0841852723790901
Mira,Openbare Weg,1.0650050961700905
Citizen Kaned,President Johnson,0.56498898472361
The Brooklyn Tabernacle Choir,Lead Me Lord,1.5139514775884724
Ellen McIlwaine,Spontanous Combustion,0.5333841945523385
Vince Guaraldi / Bola Sete,Choro,-1.2664836991657449
Maurice Chevalier,Ma Louise,0.7210182649931858
Carl Cox Vs Yousef,I Want You (Forever),1.1124848501554172
Organized Konfusion,Hate,-0.2763479653454024
Martina McBride,I Can't Stop Loving You,1.4499902453025038
Horace Andy,Thank You Lord,-0.01172098560204915
Nazz,How Can You Call That Beautiful (Stewkey Vocal),0.8958484847828438
Tyrone Davis,Cheatin' In The Next Room,0.9399768059786968
Hot Tuna,Candy Man,0.6314422741905386
Richard Burton,I See The Boys Of Summer,-0.013116946083864378
Rory Block,Three Is a Crowd,0.227966338934819
Boyz II Men,On Bended Knee,0.9686269608020361
Howard Armstrong,My Four Reasons,-1.5936358981195626
Donny Hathaway,Little Girl (LP Version),1.0641563885889422
Miguel Gallardo,Eternamente Amame,0.6798611570373307
Les Ogres De Barback,Niev nietch nievitch,-0.752510023019602
DJ X-Change featuring DJ Joey A,Come Over,-1.5469580610707607
Morel,Blue Taxi,0.9748601530098571
Tony Joe White,I Want Love (Tween You & Me) (Album Version),0.4602357065992173
Wolfmother,White Feather,-0.12408293007708615
The Roches,Christlike Roche,-0.2684231557236876
Bob Margolin,You Rascal You,0.36154693016560446
Thomas Battenstein,Sympathy,0.7154018854682707
Jupiter Rising,They Say (Album),-0.027021086049401233
Dharma Bums,Simon's Folly,1.1542549143230316
Saafir,Crawl Before You Ball (Album Version),0.7905400427203377
The Verve Pipe,Medicate Myself,0.16868032407580147
Bob Neuwirth,Biding Her Time,1.6381360820239934
Marvin Sapp,More And More  (LP Version),0.751388903944542
James Hunter,Cowboy Ways,1.1537544781108426
Nelson Ned,Brasas Vivas,-0.5686411482359416
Mish Mash,Kolomeyke,1.28973156975429
Cama,In This Life,-0.20590414363728726
Maxi Priest,Groovin' In The Midnight,-0.3902599918504913
Porcupine Tree,Waiting,0.6037633785909595
Ragheb Alama,A'chek Ouyounik (2009 Digital Remaster),-1.3628693422874811
Foo Fighters,Hell,1.0078097262547978
Shakira Featuring Wyclef Jean,Hips Don't Lie (featuring Wyclef Jean),0.8043672333943293
The Avengers,Juoksuhauta-twist (Elämä juoksuhaudoissa),0.3514249384120467
Robben Ford,I Got Over It (Album Version),-0.909382283939704
Brazilian Tropical Orchestra,One Less Bell To Answer,0.3781571580637164
Gil Semedo,Festa,0.9223326553651563
Soda Stereo,Te Hacen Falta Vitaminas,-1.3805336983149923
Xmilk,Sense And Trick,-1.0413023577728415
Dolce; Oscar G.,Fire (Oscar G Space Vocal Mix),-0.6108770777904389
Britt Nicole,Hanging On (Medium Key Performance Track Without Background Vocals),1.1624519990406366
Schizoid,Grim Prospects (Version 2 Remix),1.0928443444413765
Toni Braxton Featuring Shaggy,Christmas In Jamaica,1.0318548962397023
Perrey And Kingsley,Gossippo Perpetuo,0.4059373738236698
Sven Tasnadi,2190 Dias Contigo,1.6598115789984205
Eddie,No Control,1.7728164599028953
Enthroned,The Vitalized Shell,0.52325066602728
Suzanne Ciani,Mozart,0.5535258067018538
Milan Band,Ciao Milan,0.544130986896955
Johnny Osbourne,Lend Me Your Chopper,-0.9596121366224583
Dolly Parton,Letter To Heaven,-0.6251696192453161
Rance Allen Group,Heaven is Where The Heart Is,0.5859244686114284
Pearl Jam,Inside Job,0.7378261029194966
Natalie Cole,Take A Look  (LP Version),-0.4279675952721491
Mastodon,The Czar: Usurper/Escape/Martyr/Spiral (Album Version),0.3528695740190051
Kiril Valeri,Bulgarian Dream,0.11185962467745436
Word,Amalgama,0.8593137401010276
DJ Quik,Born and Raised In Compton,-0.4177783785467458
Hank Locklin,We're Gonna Go Fishin',0.996411887624443
BT,Robbers Kill Cop,-1.162442257151641
2-4 Grooves feat. Reki D.,Relax,0.6024030699838907
The Jordanaires,Sweet By And By,1.385817985342025
Descendents,Orgofart,-1.2401459701018043
L.A. Guns,Bitch Is Back,0.43627868654805657
Bare Jr.,Naked Albino,0.8102460119495445
Shelley Fabares,Johnny Loves Me (LP Version),0.5154460582037701
Norrie Paramor,Dearly Beloved,0.4966111508723874
Gary Hobbs,The Look Of Love,0.005699724911739867
Diesel Boy,Cooler Than You,0.569841514379448
Angelo Badalamenti,Taryns Deepest Fear,0.03552578389081651
Cradle Of Filth,Summer Dying Fast,-0.06563726474765375
Jim Chappell,Still,0.6463109694778042
Ladybug,Snapshot,0.5986852012059451
Bandido,End Of The Road (Head Hornys Remix),0.6525141421983032
Brixx,7 Miles,-0.6910239389586036
Nine Inch Nails,The Frail,0.06285813101902615
Susana Seivane,Para Milladoiro,1.3712625847933413
Leland Martin,Stone Cold Fingers (Bonus Track),1.4038699932829521
Test Icicles,Snowball,0.004095342547467906
Heaven 17,(We Don't Need This) Fascist Groove Thang,0.8010408788781009
React,Drunk Alone,-0.3774243344907652
Sven Tasnadi,Charisma,0.2490983483837208
Mance Lipscomb,Going Down Slow,-0.013455015101589862
Scott Wesley Brown,All Rise,1.2887922057351318
Flávio José,Jogo Limpo,0.24610255334006959
Moss,Silent Hill,0.31345008350107717
Pery Ribeiro,Our Love Is Here To Stay,-0.13934261031304096
Soular,Everything Changes,1.077276915455117
Dimmu Borgir,Master Of Disharmony,-0.2818766060660466
Public Image Ltd,(This Is Not A) Love Song (Live),0.23273950693075518
Gary Moore,What Are We Here For,-0.016657493017642855
Pascal Sangla,Une petite pause,0.4874046259040714
The B-52's,Wig,0.5844955789860327
Dakis,Perasmena Mesanihta,-0.01585662384168207
Sex Pistols,God Save the Queen (Live),0.9865737607336036
Chris Brown,Forever,0.9950021335994481
Deekline & Wizard,Sun Is Shining,1.0719071611253579
Daniela Dessì,New Age,-0.2740918325437285
Hem,Have Yourself A Merry Little Christmas,0.6128761449125324
Lily Allen,U Killed It,1.406235989737829
Pentangle,Rain And Snow,0.42525833627845366
DJ Dips,Gerra De De,1.2133177809187163
Ana Bekuta,Kako mi je pitas sad,0.9124508215540912
Jason Miles,Voices On The Corner,-0.6614645230560792
Busdriver,(Bloody Paw On The) Kill Floor,0.3964984202037025
Byther Smith,I Wish My Mother Was Here,1.6167174593938118
Bebo & Cigala,Inolvidable,-0.259101949058931
Bizarre Inc,Miracle,2.0739126738648377
Bongzilla,Witch Weed (Live),0.044994227530376074
The Gone Jackals,Not Buried Deep Enough,0.853825856317487
The Willis Brothers,Give Me 40 Acres (To Turn This Rig Around),1.659950426177388
Laurindo Almeida / Carlos Barbosa-Lima / Charlie Byrd,Ernesto Nazareth,-1.207011941822083
S.U.P,The Cube (Live),-0.4546219334403728
Boogie Pimps,Get Back Down,0.7310468454210537
Brian Keane,Battle Of The Rosebud / Cries,-0.8692553646595584
Aberdeen,Beyond the Light,1.4005943374807954
The Killers,Spaceman,0.5989244398074371
Gloriana,Pulecenella 'e mò,-0.5671545461735631
Butterfly Temple,Iskorosten' (instr.),0.26110225295087974
Grant Geissman,Big Stax/High Volts (Album Version),0.7796562319279801
20/20,It Goes On,1.0341465499425186
José Augusto,Pecado De Amor,-0.03842873832264271
Orbital,Illuminate,1.1604799581473346
Bone Thugs-N-Harmony / Akon,Never Forget Me,0.8327340911937469
Moonsorrow,Ukkosenjumalan poika,0.7068276085777494
N.W.A.,A B***** Is A B***** (Edited),0.4730897617853671
Rage Against The Machine,Kick Out The Jams,0.4025945317395425
Jazz Gillum,Me And My Buddy,-1.7846257186895353
Rise Against,Amber Changing,0.9055200983778049
Ultraviolence,Murder Academy,0.8756345405363886
Korn,Hey Daddy,1.1208087353254275
Sir Neville Marriner,4 Sea Interludes Op. 33a: Storm,-0.03691958479513058
Agnes,I Need You Now,1.6001676715177824
James Horner,Atmosphere Station,-0.4137955497475232
Tantric,Walk Away,1.3945334053086555
Mastodon,Shadows That Move,0.4676034332142367
Xcultures,Smile,-1.0820393919841373
The Irish Tenors,Mountains Of Mourne,-0.37256953629104983
U2,Kite Live from Sydney,1.809476962820268
Little Joe,Loco (Crazy),1.401192844720372
Korn,Ever Be,1.0257686263506904
Blind Blake & The Royal Victoria Hotel Calypsos,Oh Look Misery,0.6258578832370032
Percy Faith,Yesterdays,0.3435279461375782
Extreme,Teacher's Pet,0.22121530748687168
Alexandre Desplat,Palmer enquête,-0.7176757393022495
Prozak,Go To Hell,0.8311260455503082
Jerry Butler,Moon River - Original,-0.41658176534025526
Yvette Horner,La Plus Bath Des Javas,1.0799694332389027
Delta 9,Infidel,0.5702227963297457
Placebo,English Summer Rain,0.5081317019840412
Tam Tam Go!,Spanish Shuffle (Album Version),1.20374255634912
Gertrudis,Intro,-1.046566522637362
Warrior King,Empress So Divine,1.7112113059284209
Soda Stereo,Terapia De Amor Intensiva,0.5566760586969732
LORE,Haunting,1.033136863259974
Soul Asylum,Lies Of Hate,-0.1945916914628273
Carl Doy with NZSO,The First Noel,0.6743624799879837
Horace Andy,Musical Episode,-1.3667952887863521
Jimmy Wakely,Beautiful Brown eyes,0.5016517942781551
The Nightraver & The Magican,Drop the Bass,0.5973847254520377
Rah Digga (Featuring Outsidaz),The Last Word (Amended Version),1.4915383656771435
RUN-DMC,Hard Times,0.8402649741313866
Bert Kaempfert And His Orchestra,Just As Much As Ever,-0.036471864385199004
Hank Locklin,Filipino Baby,1.044264631359206
Lady May,The Boss,1.905395510706972
Nightwish,Escapist,1.0735583569789835
Angelo Badalamenti,Jeffrey's Dark Side,0.05102482212103632
Frank Chacksfield,Someone to Watch Over Me,-0.22038100710605413
Cesar Camargo Mariano/Helio Delmiro,Milagre Dos Peixes/ Musica Incidental: Cais/ Music Incidental: San Vicente,0.35948229495560047
Buzzhorn,Pinned To The Ground (album version),-0.8671662636067454
Silverstein,Always And Never (Album Version),1.2491377061946156
!!!,Myth Takes,-0.49211442424139507
The Secret Life of Teenage Girls,Carpe PM,-0.31649454062422067
The Notorious B.I.G.,Who Shot Ya (Amended Album Version),0.7702640802453871
Led Zeppelin,Poor Tom (Album Version),0.19545326870364588
Sandi Thom,Wounded Hearts,1.1379686794843522
Carl Belew,Love's Been Good To Me,0.268500041147248
The Field Mice,When Morning Comes To Town,0.19036237172858628
Billy Higgins_ Bob Berg_ Cedar Walton_ Tony Dumas,Estate,-1.329749715685419
Catherine Howe,Freedom Enough (From Silent Mother Nature),0.10283321359775877
Malkit Singh,Hai Shava,1.559400413743519
Rodney O & Joe Cooley,Nutty Block,-0.5461411885547377
Dean Martin,Until You Love Someone,-0.1351860160615459
Strata,Part One From Triomusic,0.3703957033064835
James Darren,Hello Young Lovers (LP Version),-0.16503025654713255
Till West & DJ Delicious,Same Man,0.9421089526187199
Carlos Nuñez,Quiero Ir Ao Mar,1.1360884822750084
Igor Stravinsky,The Owl and the Pussy-cat,0.15686578835258902
Gene Clark,Set You Free This Time,0.024296877033665787
Maysa,Bloco Da Solidao (1996 Digital Remaster),-0.9613280486392343
The Shirelles,Will You Love Me Tomorrow,0.49044448145919994
The American Boychoir,Stille nacht_ heilige nacht,0.24291219904614114
JDS,Nine Ways,0.6137073602986309
Panic At The Disco,Northern Downpour (Album Version),-0.12350905266633094
Jan Howard,Bad Seed,0.7921942273778524
Abraham Laboriel,Exchange,-1.1611068507010938
Michèle Arnaud,Marie D'Aquitaine,-1.079419980056107
Sticky Fingaz,Oh My God,-0.0012967703279490594
Dame Joan Sutherland / New Philharmonia Orchestra / Richard Bonynge,Joy To The World,-0.00606455959859542
The Jeff Healey Band,Hoochie Coochie Man,0.7799801597827656
Angela Dimitriou,Ftei O Erotas,-0.09512329247663531
Danny Wilson,The Second Summer Of Love,1.7331719592559782
Lionel Rogg,Prelude And Fugue In C Major BWV 531 : Fugue,-0.125992511716298
Java,Don't Phunk With My Heart,0.6555244555501127
SWAMI featuring Asuivre,Give It What U Got,-0.7146743115495541
The Black Velvet Band,Dancing To A Standstill,0.8506674070591453
Lisa Lynne,Isla del Luna,0.6686358104015151
Pe'z,Spirit,-0.7355143038606039
Shawn Colvin,Another Long One,1.4971685267570405
Stephy Tang,Leng Jing,-0.5489805956712397
Casual,OAKtown,-0.7827661338065601
Backstreet Boys,Larger Than Life,0.40722012980689715
Tiny Tim,I Hold Your Hand In Mine [Live At Royal Albert Hall],-0.48569810709673333
Kenny G featuring Daryl Hall,Baby Come To Me,0.8530589915143441
Christos Dantis,Den Pai Alo,-0.47438489155426156
David Martin,It Wont Be Christmas,1.083095825957996
John Davis,Knocked Out Of The Park,1.3760671249804064
Trafik,Salt In NYC,-0.18981805153418818
Nick Ingman;Gavyn Wright,Wessex Loses a Bride,0.0021208262722971494
Eddie Calvert,Erica (2005 Digital Remaster),-0.5682040138758094
Glad,Blessed Assurance,1.5383249222937125
Steel Rain,Loaded Like A Gun,-0.8139105857270272
Los Manolos,Rumba De Barcelona,-0.16874825353594702
Gloriana,Clementina Santafè,0.40374778125712507
Bombay Rockers,Wild Rose (Back 2 Basics Mix),-1.147220748583461
Jinx,Kutt Free (DJ Volume Remix),0.10378941913167372
Chase & Status,Ten Tonne,0.02112021402921216
Tom Petty,A Higher Place (Album Version),0.5045505706244564
Montserrat Caballé;Placido Domingo;Vicente Sardinero;Judith Blegen;Sherrill Milnes;Georg Solti,Sono andati? Fingevo di dormire,0.4190476398694678
Pucho & His Latin Soul Brothers,Got My Mojo Workin,0.8761813536405896
Soul Mekanik,Get Your Head Stuck On Your Neck,0.8711332261385378
Mitch Ryder,Jenny Take a Ride,0.8775588125846023
Blingtones,Sonnerie lalaleulé hi houuu,0.16031453470781165
Luna Orbit Project,Midnight Star,-0.7374550905591396
Danilo Perez,Native Soul,-0.02638831643198203
Line Renaud,Der Kleine Dompfaff,1.3842732591632532
King Curtis,A Whiter Shade Of Pale (Live @ Fillmore West),0.7900028941336197
Sophie B. Hawkins,The Ballad Of Sleeping Beauty,1.029980176662928
Lupe Fiasco,Streets On Fire (Explicit Album Version),0.5955194314123149
Wilks,Music is what we love,-0.5816541949376561
Marc Shaiman,City Slickers,0.4788520068709943
40 Grit,Intro,0.326452764795397
Gwen Stefani,Harajuku Girls,0.6271239662915469
Steve Morse,Prognosis,0.933765808254343
Bitter End,Living Hell,-0.009104241011757108
Ethel Merman,Small World,1.4601510376682434
Leon Russell & New Grass Revival,Truck Driving Man/Down In The Caribbean,0.6135007229861074
Story Of The Year,Swallow The Knife (Live) (Segue),0.24494676362880097
Natural Elements,Mayday,0.8407394010979097
Lisa Lynne,Lake Of Dreams,0.842075722583967
Neil Sedaka,Because Of You,-0.6175940543497901
Maurice Larcange,Un Peu D'Amour Et D'Amitié,0.938136295384693
A Static Lullaby,Rattlesnake!,1.1012632655401526
John Wesley_ John Wesley,Disappeared,1.2150292490356116
Coph Nia,Doppelgänger [Qliphothic Phantasmagoria],-0.8120506193058894
Tabu feat. Mitzib,Ain't No Love Ain't No Use (Love To Infinity Full Funk Mix),0.9542622798003204
Nights Like These,Ghost Town Rituals (Album Version),0.6885809225132651
Oasis,Morning Glory,0.412707743391332
John Davis & Emma Doyle,Rudolph The Red-Nosed Reindeer,0.17104053949618248
Stew,Tomorrow Gone,0.9299199630913628
Jauida,I don't Want to Be Alone Tonight,-0.34673240959633844
Eddy Arnold,Just A Little Lovin' (Will Go A Long Way),0.4970505558929166
All Time Low,Shameless,0.46426993286098295
Brian Dullaghan,And I Love You So,0.5050580130954052
Richard Galliano,L' Envers Du Décor,0.04449463078437432
Regina Belle,Quiet Time,0.5479794174203103
Debbie Davies,Little Sister,0.2964024243119925
STEVE CAMP,Song For Mom (LP Version),0.40279814755563437
Jay Tee & Baby Bash,All Over Me,0.9015155578556657
The Stolen Minks,I Hate You,0.20999837452429548
Daath,From The Blind (LP Version),1.2971097968285707
Extasick,Misanthrope,0.0780331006851156
UFO,Chains Chains (Live In Hammersmith),1.7822042018481277
Avril - Remix By Ana Rago,The Date (Remix By Ana Rago),0.7022651269830098
Pat Travers,As My Fire Flies,0.978515094459222
SNOWPATROL,We Wish You A Merry Christmas,-1.2247308225450146
Die Fantastischen Vier,Böse,0.05380581777013038
Jeanie Lambe & The Danny Moss Quartet,Saturday Night Is The Loneliest Night In The Week,0.124697326739031
Nelson Ned,A Mi No Me Importa,0.15248110920983837
Yung Joc,BYOB (Explicit Album Version),-1.2810889919424198
Philippe Sarde,Le Presbytère n'a rien perdu de son Charme,-0.4528936372793191
Orquesta Aragón,Ven Morena,0.20526257832239203
Jason Miles,Brighton by the Sea,1.007005720130744
State of Chaos,CHAOS INTRO,-0.1706217580026408
Dropkick Murphys,Bloody Pig Pile (Live),-0.963320357391136
Taint,Hex Breaker,-0.09967882797967875
VHS Or Beta,The Melting Moon (Edit),0.410333463944758
Leonard Kwan,Hawaiian Chimes,-0.5764192498350418
True Believers,Turn Around,-1.0566505820506895
Les Hurlements D'leo,L'accordéoniste,0.772672992372679
Charanga Forever,Tumba Tumba,-0.33054974842479223
Zuzu Bollin,Why don't you eat where you slept last night ?,0.47122306548580806
Bullet For My Valentine,Suffocating Under Words Of Sorrow (What Can I Do),1.1656302463696564
The Hit Factory,Im Moving On,1.523903897652213
Terry Snyder,Deep Night/Softly As In A Morning Sunrise (Medley),-0.8512197730194826
Marcus Miller,Let Me Show You [I Just Want To Make You Smile],1.4984592788886713
Beatnuts,Monster For Music,0.7536237596213693
Ayo,Complain,0.417530856385103
Kid Sister,Daydreaming [Jakwob Remix],-0.7452780127784224
Mons Leidvin Takle,Dansende Foran Speilet,0.7300105481379233
Public Image Ltd,Ease,1.0939459184655334
Rise Against,Everchanging,0.43810081775815357
Sizzla,Too much informa,0.4182445760060316
Richard Galliano,L'insidieuse (Live),-0.12535375511553737
Helen Love,So Hot,-0.6478340590572488
David Mingyue Liang,Youlan_ Lonely Orchid (solo guqin),-1.0740426908896803
Pursuit Of Happiness,Forbidden Fruit,-0.03792442173316957
Bobby Hutcherson,Recorda-Me,-1.7817128469043833
Gregory Isaacs,Lady Of Your Calibre,0.6725096082616535
The Pharcyde,Italian For Goodbye (skit),-0.7671251087482807
Azis,Anti Geroi,0.522800918659357
Amy Winehouse,Stronger Than Me,-0.1294487291638351
George Lopez,Only For The Young,0.8181272734356464
Les Hou-Lops,T'as 16 ans demain,0.7403046812794791
The Cosmosamatics,Serene,-0.1557539672486371
Jackie Edwards,So Jah Seh,-0.7723743196077458
Michael Card,Joy In The Journey (The Final Word Album Version),1.6109283485908945
Richard Galliano,Chorinho Pra Ele (Live),1.0169933435896963
Ensiferum,Warrior's Quest,1.5085629505090659
Leila Chicot,Medley Leïla Chico,0.08478422747673986
The Pharcyde / Big Boy / Schmooche Cat / Randy Mack,The Hustle,1.0661220644991476
Erkki Junkkarinen,Rakkauden satu - Histoire d'un Amour -,-0.967822796331261
A Static Lullaby,God Bless You (Goddamn it),0.10705574383311967
Scar Symmetry,The Illusionist,0.2278243724462814
Oztara,La Route Est Belle,-0.7294192111278202
Sonia Dersion,Urgence,-0.9217404311450293
Christina Aguilera,Pero Me Acuerdo De Tí,1.103524526145892
Headhunter,Trapped In Reality,-0.4355493138787089
Eighteen Visions,Our Darkest Days,0.8230294036366967
Baby Huey & The Baby Sitters,California Dreamin' (LP Version),-0.42372143592181055
Elmore James,Dumb Woman Blues,1.1962873365340643
Rising Lion,Letting You Back In,0.9952899769254206
George Harrison,Hear Me Lord (2001 Digital Remaster),-0.9871912410027827
Weezer,Don't Let Go,1.369777233675558
Rodney O & Joe Cooley,U Don't Hear Me Tho' (Street Mix),0.6788965204123765
Boots Randolph,Lonely Street,1.3035626614690419
Jackson United,Undertow,0.13784891162304058
The Cosmosamatics,12 Seasons of Love,0.7041307746792933
Bobbie Gentry,Courtyard,0.7545693935205147
Creedence Clearwater Revived,Have You Ever Seen The Rain,0.6559901004138395
The Johnny Otis Orchestra,Cry Baby,1.3014762472443122
B.A.D.,Interlude,0.5388278482022282
Luar Na Lubre,Terra,-0.03239334939020855
Circular,Mother,0.7190497402865323
Fruko Y Sus Tesos,A La Memoria Del Muerto,-0.15882552260348481
The Bucketheads,Sayin' Dope,0.7415520337830819
The Police,When The World Is Running Down_ You Make The Best Of What's Still Around,0.398488297978026
Kinky,My Bonnie Lies Over the Ocean,-0.5430190192337324
The Real Kids,Now You Know,0.33687702171679335
Eddie Boyd,I'm Sitting Here Waiting,0.022281072014525893
Tha Chamba,Korrupted - Remix,-0.24098912549823337
Jack Orsen & Taktlo$$,Sex Objekt,0.9274000226007504
Olov Johansson_ Catriona Mckay,Rain / Ekoln,0.7725775595089814
Shriekback,Reason With The Beast,0.20712763142919788
Hatebreed,As Diehard As They Come (Album Version),-0.5309155310034365
John Frizzell,No Unexpected Guests,-0.9550801465248315
Sister Hazel,Walls And Cannonballs (Album),0.9108913750965375
J.J. Cale,Trouble In The City,-1.0465902402502865
Precious Bryant,Dark Angel,0.7543467660924994
Kings Of Leon,Knocked Up,-0.15007212296967232
Selena,Ven Conmigo/Perdoname (Live),-0.8097106909519461
Brooke Valentine,Taste Of Dis (Explicit Version),1.12320461540537
Krystof,Prvni vesela,0.7858907442002248
Claire Hamill,If You'd Only Talk To Me (Bonus Track),1.3991119911157315
Los Originales De San Juan,Librado Maldonado,1.5194278787561701
Black Flag,Crass Commercialism,0.9661798930905781
Barbarito Diez,Flores Negras,0.8706586938748351
Aaron Watson,Rollercoaster Ride,0.5060341759270159
Mary Black,Turning Away,-0.5077314741340627
Satan's Host,Metal from Hell...22nd Century,-0.3804201538968608
The Impressions,The Girl I Find (LP Version),0.702316408935435
Owl City,Panda Bear,-0.8085518909883315
Bobby Bland,Drifting From Town To Town,-0.24214579959463112
Headliners,Negativ Song,0.4498348548689688
Jane Winther,The Lords Prayer,-0.1349294994831044
The Rascals,Nubia (LP Version),-0.3653423284084977
Blind Blake,Blake's Worried Blues,0.04097734366642225
Emilia,You're My World,0.4234639362339938
Cómplices,Ojos Gitanos,0.6952659165940858
Emilio,Mira Nina,0.9945220194903881
Nana Caymmi,Solamente Una Vez,-0.6981966229924741
Kasia Stankiewicz,Zolte Slonie,0.7259321030640484
Turisas,Sahti Waari,0.4525080975241267
Chéco Feliciano And Joe King,Nina Nina,-0.4170651618984358
Cache Cache,Only Do for Love,0.8902095102778558
David Hudson,Arrival,0.8896856307798828
